p	1000		10000		100000	1000000
0.8	393.94	453.83	633.191	760.815
0.75	375.62	415.41	561.365	653.851
0.667	366.29	389.80	518.053	570.291
0.6	356.86	383.62	477.896	554.060
0.5	358.55	388.80	497.759	547.857
0.4	348.03	368.28	482.059	543.088
0.333	339.63	360.53	484.086	567.557
0.25	345.22	361.67	500.499	625.093
0.2	343.59	368.46	517.515	668.855
0.1	347.48	428.45	650.611	958.037
0.05	427.13	478.22	919.745	1339.108
